STORE_ID,DATE,TRAFFIC
1,2022-02-26 00:00:00.000,852
1,2022-02-27 00:00:00.000,1138
1,2022-02-28 00:00:00.000,153
1,2022-03-01 00:00:00.000,894
1,2022-03-02 00:00:00.000,872
1,2022-03-03 00:00:00.000,889
1,2022-03-04 00:00:00.000,791
1,2022-03-05 00:00:00.000,730
1,2022-03-06 00:00:00.000,1210
1,2022-03-07 00:00:00.000,259
1,2022-03-08 00:00:00.000,849
1,2022-03-09 00:00:00.000,778
1,2022-03-10 00:00:00.000,753
1,2022-03-11 00:00:00.000,723
1,2022-03-12 00:00:00.000,778
1,2022-03-13 00:00:00.000,1053
1,2022-03-14 00:00:00.000,131
1,2022-03-15 00:00:00.000,756
1,2022-03-16 00:00:00.000,768
1,2022-03-17 00:00:00.000,807
1,2022-03-18 00:00:00.000,945
1,2022-03-19 00:00:00.000,844
1,2022-03-20 00:00:00.000,1194
1,2022-03-21 00:00:00.000,146
1,2022-03-22 00:00:00.000,799
1,2022-03-23 00:00:00.000,828
1,2022-03-24 00:00:00.000,922
1,2022-03-25 00:00:00.000,984
1,2022-03-26 00:00:00.000,1076
1,2022-03-27 00:00:00.000,903
1,2022-03-28 00:00:00.000,177
1,2022-03-29 00:00:00.000,756
1,2022-03-30 00:00:00.000,789
1,2022-03-31 00:00:00.000,890
1,2022-04-01 00:00:00.000,536
1,2022-04-02 00:00:00.000,378
1,2022-04-03 00:00:00.000,909
1,2022-04-04 00:00:00.000,209
1,2022-04-05 00:00:00.000,347
1,2022-04-06 00:00:00.000,712
1,2022-04-07 00:00:00.000,686
1,2022-04-08 00:00:00.000,692
1,2022-04-09 00:00:00.000,625
1,2022-04-10 00:00:00.000,816
1,2022-04-11 00:00:00.000,208
1,2022-04-12 00:00:00.000,541
1,2022-04-13 00:00:00.000,590
1,2022-04-14 00:00:00.000,604
1,2022-04-15 00:00:00.000,593
1,2022-04-16 00:00:00.000,666
1,2022-04-17 00:00:00.000,813
1,2022-04-18 00:00:00.000,140
1,2022-04-19 00:00:00.000,616
1,2022-04-20 00:00:00.000,599
1,2022-04-21 00:00:00.000,628
1,2022-04-22 00:00:00.000,576
1,2022-04-23 00:00:00.000,614
1,2022-04-24 00:00:00.000,910
1,2022-04-25 00:00:00.000,285
1,2022-04-26 00:00:00.000,854
1,2022-04-27 00:00:00.000,848
1,2022-04-28 00:00:00.000,1061
1,2022-04-29 00:00:00.000,936
1,2022-04-30 00:00:00.000,1182
1,2022-05-01 00:00:00.000,146
1,2022-05-02 00:00:00.000,657
1,2022-05-03 00:00:00.000,1249
1,2022-05-04 00:00:00.000,1139
1,2022-05-05 00:00:00.000,1202
1,2022-05-06 00:00:00.000,1345
1,2022-05-07 00:00:00.000,1379
1,2022-05-08 00:00:00.000,1824
1,2022-05-09 00:00:00.000,359
1,2022-05-10 00:00:00.000,1393
1,2022-05-11 00:00:00.000,1394
1,2022-05-12 00:00:00.000,1428
1,2022-05-13 00:00:00.000,585
1,2022-05-14 00:00:00.000,1593
1,2022-05-15 00:00:00.000,1674
1,2022-05-16 00:00:00.000,307
1,2022-05-17 00:00:00.000,1117
1,2022-05-18 00:00:00.000,1181
1,2022-05-19 00:00:00.000,2373
1,2022-05-20 00:00:00.000,2439
1,2022-05-21 00:00:00.000,2336
1,2022-05-22 00:00:00.000,2996
1,2022-05-23 00:00:00.000,1227
1,2022-05-24 00:00:00.000,1836
1,2022-05-25 00:00:00.000,2061
1,2022-05-26 00:00:00.000,2124
1,2022-05-27 00:00:00.000,2123
1,2022-05-28 00:00:00.000,2236
1,2022-05-29 00:00:00.000,3190
1,2022-05-30 00:00:00.000,1002
1,2022-05-31 00:00:00.000,2472
1,2022-06-01 00:00:00.000,2316
1,2022-06-02 00:00:00.000,2583
1,2022-06-03 00:00:00.000,2255
1,2022-06-04 00:00:00.000,2558
1,2022-06-05 00:00:00.000,3852
1,2022-06-06 00:00:00.000,1408
1,2022-06-07 00:00:00.000,2545
1,2022-06-08 00:00:00.000,2476
1,2022-06-09 00:00:00.000,2677
1,2022-06-10 00:00:00.000,2631
1,2022-06-11 00:00:00.000,2679
1,2022-06-12 00:00:00.000,3917
1,2022-06-13 00:00:00.000,1135
1,2022-06-14 00:00:00.000,2589
1,2022-06-15 00:00:00.000,2476
1,2022-06-16 00:00:00.000,2524
1,2022-06-17 00:00:00.000,2305
1,2022-06-18 00:00:00.000,2499
1,2022-06-19 00:00:00.000,3565
1,2022-06-20 00:00:00.000,1242
1,2022-06-21 00:00:00.000,2303
1,2022-06-22 00:00:00.000,2206
1,2022-06-23 00:00:00.000,2358
1,2022-06-24 00:00:00.000,2270
1,2022-06-25 00:00:00.000,2438
1,2022-06-26 00:00:00.000,3274
1,2022-06-27 00:00:00.000,1081
1,2022-06-28 00:00:00.000,2341
1,2022-06-29 00:00:00.000,2251
1,2022-06-30 00:00:00.000,3298
1,2022-07-01 00:00:00.000,3505
1,2022-07-02 00:00:00.000,3144
1,2022-07-03 00:00:00.000,4215
1,2022-07-04 00:00:00.000,2214
1,2022-07-05 00:00:00.000,3066
1,2022-07-06 00:00:00.000,2832
1,2022-07-07 00:00:00.000,3017
1,2022-07-08 00:00:00.000,2853
1,2022-07-09 00:00:00.000,2714
1,2022-07-10 00:00:00.000,3695
1,2022-07-11 00:00:00.000,1441
1,2022-07-12 00:00:00.000,2669
1,2022-07-13 00:00:00.000,2551
1,2022-07-14 00:00:00.000,2573
1,2022-07-15 00:00:00.000,2501
1,2022-07-16 00:00:00.000,2568
1,2022-07-17 00:00:00.000,3323
1,2022-07-18 00:00:00.000,1131
1,2022-07-19 00:00:00.000,2609
1,2022-07-20 00:00:00.000,2323
1,2022-07-21 00:00:00.000,1823
1,2022-07-22 00:00:00.000,2372
1,2022-07-23 00:00:00.000,2269
1,2022-07-24 00:00:00.000,2827
1,2022-07-25 00:00:00.000,1052
1,2022-07-26 00:00:00.000,2404
1,2022-07-27 00:00:00.000,2433
1,2022-07-28 00:00:00.000,2251
1,2022-07-29 00:00:00.000,2290
1,2022-07-30 00:00:00.000,2233
1,2022-07-31 00:00:00.000,2778
1,2022-08-01 00:00:00.000,964
1,2022-08-02 00:00:00.000,2229
1,2022-08-03 00:00:00.000,2143
1,2022-08-04 00:00:00.000,2091
1,2022-08-05 00:00:00.000,2073
1,2022-08-06 00:00:00.000,2055
1,2022-08-07 00:00:00.000,2477
1,2022-08-08 00:00:00.000,819
1,2022-08-09 00:00:00.000,2056
1,2022-08-10 00:00:00.000,1943
1,2022-08-11 00:00:00.000,1914
1,2022-08-12 00:00:00.000,1811
1,2022-08-13 00:00:00.000,1783
1,2022-08-14 00:00:00.000,2066
1,2022-08-15 00:00:00.000,544
1,2022-08-16 00:00:00.000,1736
1,2022-08-17 00:00:00.000,1923
1,2022-08-18 00:00:00.000,1952
1,2022-08-19 00:00:00.000,1975
1,2022-08-20 00:00:00.000,1864
1,2022-08-21 00:00:00.000,2153
1,2022-08-22 00:00:00.000,670
1,2022-08-23 00:00:00.000,1963
1,2022-08-24 00:00:00.000,1976
1,2022-08-25 00:00:00.000,2030
1,2022-08-26 00:00:00.000,2035
1,2022-08-27 00:00:00.000,2106
1,2022-08-28 00:00:00.000,2736
1,2022-08-29 00:00:00.000,945
1,2022-08-30 00:00:00.000,2490
1,2022-08-31 00:00:00.000,2549
1,2022-09-01 00:00:00.000,2407
1,2022-09-02 00:00:00.000,2123
1,2022-09-03 00:00:00.000,1970
1,2022-09-04 00:00:00.000,2792
1,2022-09-05 00:00:00.000,1078
1,2022-09-06 00:00:00.000,1840
1,2022-09-07 00:00:00.000,1808
1,2022-09-08 00:00:00.000,1860
1,2022-09-09 00:00:00.000,1808
1,2022-09-10 00:00:00.000,1856
1,2022-09-11 00:00:00.000,2799
1,2022-09-12 00:00:00.000,871
1,2022-09-13 00:00:00.000,1833
1,2022-09-14 00:00:00.000,1769
1,2022-09-15 00:00:00.000,1917
1,2022-09-16 00:00:00.000,2015
1,2022-09-17 00:00:00.000,2027
1,2022-09-18 00:00:00.000,2948
1,2022-09-19 00:00:00.000,942
1,2022-09-20 00:00:00.000,1978
1,2022-09-21 00:00:00.000,2093
1,2022-09-22 00:00:00.000,2135
1,2022-09-23 00:00:00.000,2058
1,2022-09-24 00:00:00.000,2027
1,2022-09-25 00:00:00.000,3074
1,2022-09-26 00:00:00.000,1022
1,2022-09-27 00:00:00.000,1953
1,2022-09-28 00:00:00.000,2001
1,2022-09-29 00:00:00.000,2172
1,2022-09-30 00:00:00.000,2321
1,2022-10-01 00:00:00.000,2512
1,2022-10-02 00:00:00.000,3994
1,2022-10-03 00:00:00.000,1601
1,2022-10-04 00:00:00.000,2493
1,2022-10-05 00:00:00.000,2237
1,2022-10-06 00:00:00.000,2482
1,2022-10-07 00:00:00.000,2406
1,2022-10-08 00:00:00.000,2601
1,2022-10-09 00:00:00.000,3733
1,2022-10-10 00:00:00.000,1248
1,2022-10-11 00:00:00.000,2563
1,2022-10-12 00:00:00.000,1957
1,2022-10-13 00:00:00.000,2516
1,2022-10-14 00:00:00.000,2409
1,2022-10-15 00:00:00.000,2378
1,2022-10-16 00:00:00.000,3747
1,2022-10-17 00:00:00.000,1190
1,2022-10-18 00:00:00.000,2278
1,2022-10-19 00:00:00.000,2123
1,2022-10-20 00:00:00.000,2208
1,2022-10-21 00:00:00.000,2138
1,2022-10-22 00:00:00.000,2470
1,2022-10-23 00:00:00.000,3581
1,2022-10-24 00:00:00.000,1171
1,2022-10-25 00:00:00.000,2492
1,2022-10-26 00:00:00.000,2241
1,2022-10-27 00:00:00.000,2482
1,2022-10-28 00:00:00.000,2540
1,2022-10-29 00:00:00.000,2554
1,2022-10-30 00:00:00.000,3466
1,2022-10-31 00:00:00.000,1259
1,2022-11-01 00:00:00.000,1683
1,2022-11-02 00:00:00.000,2541
1,2022-11-03 00:00:00.000,2620
1,2022-11-04 00:00:00.000,2576
1,2022-11-05 00:00:00.000,2789
1,2022-11-06 00:00:00.000,3848
1,2022-11-07 00:00:00.000,1357
1,2022-11-08 00:00:00.000,2280
1,2022-11-09 00:00:00.000,2254
1,2022-11-10 00:00:00.000,2376
1,2022-11-11 00:00:00.000,2137
1,2022-11-12 00:00:00.000,2887
1,2022-11-13 00:00:00.000,3507
1,2022-11-14 00:00:00.000,1227
1,2022-11-15 00:00:00.000,2107
1,2022-11-16 00:00:00.000,2043
1,2022-11-17 00:00:00.000,2131
1,2022-11-18 00:00:00.000,2078
1,2022-11-19 00:00:00.000,2323
1,2022-11-20 00:00:00.000,3570
1,2022-11-21 00:00:00.000,1335
1,2022-11-22 00:00:00.000,1961
1,2022-11-23 00:00:00.000,1873
1,2022-11-24 00:00:00.000,2178
1,2022-11-25 00:00:00.000,2132
1,2022-11-26 00:00:00.000,3543
1,2022-11-27 00:00:00.000,4006
1,2022-11-28 00:00:00.000,2130
1,2022-11-29 00:00:00.000,2273
1,2022-11-30 00:00:00.000,1991
1,2022-12-01 00:00:00.000,2055
1,2022-12-02 00:00:00.000,2086
1,2022-12-03 00:00:00.000,2389
1,2022-12-04 00:00:00.000,3502
1,2022-12-05 00:00:00.000,2233
1,2022-12-06 00:00:00.000,2045
1,2022-12-07 00:00:00.000,2450
1,2022-12-08 00:00:00.000,2203
1,2022-12-09 00:00:00.000,2240
1,2022-12-10 00:00:00.000,2365
1,2022-12-11 00:00:00.000,3792
1,2022-12-12 00:00:00.000,2191
1,2022-12-13 00:00:00.000,2356
1,2022-12-14 00:00:00.000,2309
1,2022-12-15 00:00:00.000,2458
1,2022-12-16 00:00:00.000,2408
1,2022-12-17 00:00:00.000,2855
1,2022-12-18 00:00:00.000,4042
1,2022-12-19 00:00:00.000,2523
1,2022-12-20 00:00:00.000,3191
1,2022-12-21 00:00:00.000,3164
1,2022-12-22 00:00:00.000,3239
1,2022-12-23 00:00:00.000,3267
1,2022-12-24 00:00:00.000,2092
1,2022-12-25 00:00:00.000,0
1,2022-12-26 00:00:00.000,1294
1,2022-12-27 00:00:00.000,2700
1,2022-12-28 00:00:00.000,2657
1,2022-12-29 00:00:00.000,2653
1,2022-12-30 00:00:00.000,2633
1,2022-12-31 00:00:00.000,1651
1,2023-01-01 00:00:00.000,0
1,2023-01-02 00:00:00.000,1196
1,2023-01-03 00:00:00.000,2532
1,2023-01-04 00:00:00.000,2443
1,2023-01-05 00:00:00.000,2320
1,2023-01-06 00:00:00.000,1299
1,2023-01-07 00:00:00.000,2449
1,2023-01-08 00:00:00.000,2907
1,2023-01-09 00:00:00.000,1322
1,2023-01-10 00:00:00.000,1775
1,2023-01-11 00:00:00.000,1714
1,2023-01-12 00:00:00.000,2482
1,2023-01-13 00:00:00.000,2285
1,2023-01-14 00:00:00.000,2269
1,2023-01-15 00:00:00.000,3549
1,2023-01-16 00:00:00.000,1382
1,2023-01-17 00:00:00.000,2090
1,2023-01-18 00:00:00.000,2016
1,2023-01-19 00:00:00.000,1989
1,2023-01-20 00:00:00.000,1917
1,2023-01-21 00:00:00.000,2067
1,2023-01-22 00:00:00.000,3175
1,2023-01-23 00:00:00.000,1216
1,2023-01-24 00:00:00.000,1979
1,2023-01-25 00:00:00.000,1822
1,2023-01-26 00:00:00.000,1912
1,2023-01-27 00:00:00.000,1917
1,2023-01-28 00:00:00.000,2148
1,2023-01-29 00:00:00.000,3232
1,2023-01-30 00:00:00.000,1211
1,2023-01-31 00:00:00.000,1823
1,2023-02-01 00:00:00.000,1738
1,2023-02-02 00:00:00.000,1883
1,2023-02-03 00:00:00.000,1830
1,2023-02-04 00:00:00.000,1960
1,2023-02-05 00:00:00.000,3171
1,2023-02-06 00:00:00.000,1029
1,2023-02-07 00:00:00.000,2000
1,2023-02-08 00:00:00.000,1907
1,2023-02-09 00:00:00.000,1854
1,2023-02-10 00:00:00.000,1747
1,2023-02-11 00:00:00.000,1920
1,2023-02-12 00:00:00.000,2915
1,2023-02-13 00:00:00.000,887
1,2023-02-14 00:00:00.000,1850
1,2023-02-15 00:00:00.000,1670
1,2023-02-16 00:00:00.000,1649
1,2023-02-17 00:00:00.000,1566
1,2023-02-18 00:00:00.000,1402
1,2023-02-19 00:00:00.000,2467
1,2023-02-20 00:00:00.000,704
1,2023-02-21 00:00:00.000,1635
1,2023-02-22 00:00:00.000,1745
1,2023-02-23 00:00:00.000,1877
1,2023-02-24 00:00:00.000,1689
1,2023-02-25 00:00:00.000,1793
1,2023-02-26 00:00:00.000,2608
1,2023-02-27 00:00:00.000,775
1,2023-02-28 00:00:00.000,1916
1,2023-03-01 00:00:00.000,1831
1,2023-03-02 00:00:00.000,1863
1,2023-03-03 00:00:00.000,1902
1,2023-03-04 00:00:00.000,1993
1,2023-03-05 00:00:00.000,2701
1,2023-03-06 00:00:00.000,965
1,2023-03-07 00:00:00.000,1489
1,2023-03-08 00:00:00.000,1644
1,2023-03-09 00:00:00.000,1653
1,2023-03-10 00:00:00.000,1698
1,2023-03-11 00:00:00.000,1755
1,2023-03-12 00:00:00.000,2704
1,2023-03-13 00:00:00.000,845
1,2023-03-14 00:00:00.000,1549
1,2023-03-15 00:00:00.000,1601
1,2023-03-16 00:00:00.000,1736
1,2023-03-17 00:00:00.000,1695
1,2023-03-18 00:00:00.000,1909
1,2023-03-19 00:00:00.000,2629
1,2023-03-20 00:00:00.000,795
1,2023-03-21 00:00:00.000,1707
1,2023-03-22 00:00:00.000,1660
1,2023-03-23 00:00:00.000,1799
1,2023-03-24 00:00:00.000,1778
1,2023-03-25 00:00:00.000,1955
1,2023-03-26 00:00:00.000,2891
1,2023-03-27 00:00:00.000,908
1,2023-03-28 00:00:00.000,1748
1,2023-03-29 00:00:00.000,1699
1,2023-03-30 00:00:00.000,1817
1,2023-03-31 00:00:00.000,1722
1,2023-04-01 00:00:00.000,1666
1,2023-04-02 00:00:00.000,2653
1,2023-04-03 00:00:00.000,1042
1,2023-04-04 00:00:00.000,1672
1,2023-04-05 00:00:00.000,1649
1,2023-04-06 00:00:00.000,1843
1,2023-04-07 00:00:00.000,1859
1,2023-04-08 00:00:00.000,1916
1,2023-04-09 00:00:00.000,2986
1,2023-04-10 00:00:00.000,1020
1,2023-04-11 00:00:00.000,2236
1,2023-04-12 00:00:00.000,2186
1,2023-04-13 00:00:00.000,2149
1,2023-04-14 00:00:00.000,2109
1,2023-04-15 00:00:00.000,1828
1,2023-04-16 00:00:00.000,3185
1,2023-04-17 00:00:00.000,916
1,2023-04-18 00:00:00.000,1417
1,2023-04-19 00:00:00.000,2212
1,2023-04-20 00:00:00.000,2295
1,2023-04-21 00:00:00.000,2377
1,2023-04-22 00:00:00.000,2245
1,2023-04-23 00:00:00.000,3232
1,2023-04-24 00:00:00.000,1182
1,2023-04-25 00:00:00.000,2333
1,2023-04-26 00:00:00.000,2491
1,2023-04-27 00:00:00.000,2518
1,2023-04-28 00:00:00.000,2652
1,2023-04-29 00:00:00.000,2889
1,2023-04-30 00:00:00.000,4068
1,2023-05-01 00:00:00.000,229
1,2023-05-02 00:00:00.000,2302
1,2023-05-03 00:00:00.000,2359
1,2023-05-04 00:00:00.000,2472
1,2023-05-05 00:00:00.000,2457
1,2023-05-06 00:00:00.000,2602
1,2023-05-07 00:00:00.000,3485
1,2023-05-08 00:00:00.000,1168
1,2023-05-09 00:00:00.000,2287
1,2023-05-10 00:00:00.000,2274
1,2023-05-11 00:00:00.000,2510
1,2023-05-12 00:00:00.000,2446
1,2023-05-13 00:00:00.000,2563
1,2023-05-14 00:00:00.000,3654
1,2023-05-15 00:00:00.000,1089
1,2023-05-16 00:00:00.000,2207
1,2023-05-17 00:00:00.000,2174
1,2023-05-18 00:00:00.000,2430
1,2023-05-19 00:00:00.000,2212
1,2023-05-20 00:00:00.000,2268
1,2023-05-21 00:00:00.000,3530
1,2023-05-22 00:00:00.000,1131
1,2023-05-23 00:00:00.000,2072
1,2023-05-24 00:00:00.000,2079
1,2023-05-25 00:00:00.000,2349
1,2023-05-26 00:00:00.000,1718
1,2023-05-27 00:00:00.000,3230
1,2023-05-28 00:00:00.000,3290
1,2023-05-29 00:00:00.000,986
1,2023-05-30 00:00:00.000,2080
1,2023-05-31 00:00:00.000,1986
1,2023-06-01 00:00:00.000,2325
1,2023-06-02 00:00:00.000,2301
1,2023-06-03 00:00:00.000,2423
1,2023-06-04 00:00:00.000,3499
1,2023-06-05 00:00:00.000,1339
1,2023-06-06 00:00:00.000,1646
1,2023-06-07 00:00:00.000,2245
1,2023-06-08 00:00:00.000,2190
1,2023-06-09 00:00:00.000,2297
1,2023-06-10 00:00:00.000,2317
1,2023-06-11 00:00:00.000,3398
1,2023-06-12 00:00:00.000,1118
1,2023-06-13 00:00:00.000,2334
1,2023-06-14 00:00:00.000,2336
1,2023-06-15 00:00:00.000,2563
1,2023-06-16 00:00:00.000,2361
1,2023-06-17 00:00:00.000,2639
1,2023-06-18 00:00:00.000,3362
1,2023-06-19 00:00:00.000,1392
1,2023-06-20 00:00:00.000,2319
1,2023-06-21 00:00:00.000,2380
1,2023-06-22 00:00:00.000,3399
1,2023-06-23 00:00:00.000,3178
1,2023-06-24 00:00:00.000,2985
1,2023-06-25 00:00:00.000,4126
1,2023-06-26 00:00:00.000,1909
1,2023-06-27 00:00:00.000,2887
1,2023-06-28 00:00:00.000,2977
1,2023-06-29 00:00:00.000,3043
1,2023-06-30 00:00:00.000,2805
1,2023-07-01 00:00:00.000,3297
1,2023-07-02 00:00:00.000,4466
1,2023-07-03 00:00:00.000,2434
1,2023-07-04 00:00:00.000,3231
1,2023-07-05 00:00:00.000,3087
1,2023-07-06 00:00:00.000,3229
1,2023-07-07 00:00:00.000,3010
1,2023-07-08 00:00:00.000,3053
1,2023-07-09 00:00:00.000,3609
1,2023-07-10 00:00:00.000,1512
1,2023-07-11 00:00:00.000,3012
1,2023-07-12 00:00:00.000,2801
1,2023-07-13 00:00:00.000,2748
1,2023-07-14 00:00:00.000,2796
1,2023-07-15 00:00:00.000,3070
1,2023-07-16 00:00:00.000,3602
1,2023-07-17 00:00:00.000,1333
1,2023-07-18 00:00:00.000,2649
1,2023-07-19 00:00:00.000,2199
1,2023-07-20 00:00:00.000,2223
1,2023-07-21 00:00:00.000,1870
1,2023-07-22 00:00:00.000,2461
1,2023-07-23 00:00:00.000,3037
1,2023-07-24 00:00:00.000,1050
1,2023-07-25 00:00:00.000,2329
1,2023-07-26 00:00:00.000,2319
1,2023-07-27 00:00:00.000,2356
1,2023-07-28 00:00:00.000,2361
1,2023-07-29 00:00:00.000,2298
1,2023-07-30 00:00:00.000,2905
1,2023-07-31 00:00:00.000,1188
1,2023-08-01 00:00:00.000,2275
1,2023-08-02 00:00:00.000,2204
1,2023-08-03 00:00:00.000,2033
1,2023-08-04 00:00:00.000,2011
1,2023-08-05 00:00:00.000,2122
1,2023-08-06 00:00:00.000,2687
1,2023-08-07 00:00:00.000,956
1,2023-08-08 00:00:00.000,2190
1,2023-08-09 00:00:00.000,2083
1,2023-08-10 00:00:00.000,1984
1,2023-08-11 00:00:00.000,2005
1,2023-08-12 00:00:00.000,1956
1,2023-08-13 00:00:00.000,2297
1,2023-08-14 00:00:00.000,803
1,2023-08-15 00:00:00.000,1113
1,2023-08-16 00:00:00.000,2038
1,2023-08-17 00:00:00.000,2084
1,2023-08-18 00:00:00.000,2120
1,2023-08-19 00:00:00.000,1994
1,2023-08-20 00:00:00.000,2493
1,2023-08-21 00:00:00.000,852
1,2023-08-22 00:00:00.000,2090
1,2023-08-23 00:00:00.000,1980
1,2023-08-24 00:00:00.000,1892
1,2023-08-25 00:00:00.000,1869
1,2023-08-26 00:00:00.000,2011
1,2023-08-27 00:00:00.000,2652
1,2023-08-28 00:00:00.000,905
1,2023-08-29 00:00:00.000,2224
1,2023-08-30 00:00:00.000,2270
1,2023-08-31 00:00:00.000,2465
1,2023-09-01 00:00:00.000,1956
1,2023-09-02 00:00:00.000,2010
1,2023-09-03 00:00:00.000,2868
1,2023-09-04 00:00:00.000,1180
1,2023-09-05 00:00:00.000,1757
1,2023-09-06 00:00:00.000,1762
1,2023-09-07 00:00:00.000,1920
1,2023-09-08 00:00:00.000,1947
1,2023-09-09 00:00:00.000,2028
1,2023-09-10 00:00:00.000,3233
1,2023-09-11 00:00:00.000,1250
1,2023-09-12 00:00:00.000,1983
1,2023-09-13 00:00:00.000,1882
1,2023-09-14 00:00:00.000,2018
1,2023-09-15 00:00:00.000,1997
1,2023-09-16 00:00:00.000,2180
1,2023-09-17 00:00:00.000,3386
1,2023-09-18 00:00:00.000,1178
1,2023-09-19 00:00:00.000,2116
1,2023-09-20 00:00:00.000,2175
1,2023-09-21 00:00:00.000,2256
1,2023-09-22 00:00:00.000,2195
1,2023-09-23 00:00:00.000,2206
1,2023-09-24 00:00:00.000,3572
1,2023-09-25 00:00:00.000,1282
1,2023-09-26 00:00:00.000,2199
1,2023-09-27 00:00:00.000,2242
1,2023-09-28 00:00:00.000,2339
1,2023-09-29 00:00:00.000,2496
1,2023-09-30 00:00:00.000,2748
1,2023-10-01 00:00:00.000,4121
1,2023-10-02 00:00:00.000,1595
1,2023-10-03 00:00:00.000,2184
1,2023-10-04 00:00:00.000,2325
1,2023-10-05 00:00:00.000,2353
1,2023-10-06 00:00:00.000,2455
1,2023-10-07 00:00:00.000,2545
1,2023-10-08 00:00:00.000,3759
1,2023-10-09 00:00:00.000,1149
1,2023-10-10 00:00:00.000,2235
1,2023-10-11 00:00:00.000,2240
1,2023-10-12 00:00:00.000,2244
1,2023-10-13 00:00:00.000,2247
1,2023-10-14 00:00:00.000,2352
1,2023-10-15 00:00:00.000,3563
1,2023-10-16 00:00:00.000,1154
1,2023-10-17 00:00:00.000,1996
1,2023-10-18 00:00:00.000,1987
1,2023-10-19 00:00:00.000,2091
1,2023-10-20 00:00:00.000,2007
1,2023-10-21 00:00:00.000,2148
1,2023-10-22 00:00:00.000,3238
1,2023-10-23 00:00:00.000,1055
1,2023-10-24 00:00:00.000,2262
1,2023-10-25 00:00:00.000,2234
1,2023-10-26 00:00:00.000,2110
1,2023-10-27 00:00:00.000,2356
1,2023-10-28 00:00:00.000,2442
1,2023-10-29 00:00:00.000,3244
1,2023-10-30 00:00:00.000,1168
1,2023-10-31 00:00:00.000,2590
1,2023-11-01 00:00:00.000,1739
1,2023-11-02 00:00:00.000,2409
1,2023-11-03 00:00:00.000,2394
1,2023-11-04 00:00:00.000,2579
1,2023-11-05 00:00:00.000,3845
1,2023-11-06 00:00:00.000,1728
1,2023-11-07 00:00:00.000,2150
1,2023-11-08 00:00:00.000,2191
1,2023-11-09 00:00:00.000,2155
1,2023-11-10 00:00:00.000,2305
1,2023-11-11 00:00:00.000,2447
1,2023-11-12 00:00:00.000,3712
1,2023-11-13 00:00:00.000,1203
1,2023-11-14 00:00:00.000,2289
1,2023-11-15 00:00:00.000,2144
1,2023-11-16 00:00:00.000,2193
1,2023-11-17 00:00:00.000,2043
1,2023-11-18 00:00:00.000,2485
1,2023-11-19 00:00:00.000,3869
1,2023-11-20 00:00:00.000,1435
1,2023-11-21 00:00:00.000,2293
1,2023-11-22 00:00:00.000,2259
1,2023-11-23 00:00:00.000,2410
1,2023-11-24 00:00:00.000,2618
1,2023-11-25 00:00:00.000,4125
1,2023-11-26 00:00:00.000,4616
1,2023-11-27 00:00:00.000,2151
1,2023-11-28 00:00:00.000,2406
1,2023-11-29 00:00:00.000,2308
1,2023-11-30 00:00:00.000,2456
1,2023-12-01 00:00:00.000,2493
1,2023-12-02 00:00:00.000,2845
1,2023-12-03 00:00:00.000,4542
1,2023-12-04 00:00:00.000,2281
